+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ;
+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                                                                                                                                                                                                                                                     ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; u0|sd_cont|u_sdc_controller|block_count_reg_cross                                                                                                                                                                                                                                                                                                             ; 19    ; 0              ; 1            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|sd_cont|u_sdc_controller|clock_divider_reg_cross                                                                                                                                                                                                                                                                                                           ; 11    ; 0              ; 1            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|sd_cont|u_sdc_controller|cmd_int_enable_reg_cross                                                                                                                                                                                                                                                                                                          ; 8     ; 0              ; 1            ; 0              ; 5      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|sd_cont|u_sdc_controller|cmd_int_status_reg_cross                                                                                                                                                                                                                                                                                                          ; 8     ; 0              ; 1            ; 0              ; 5      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|sd_cont|u_sdc_controller|controll_setting_reg_cross                                                                                                                                                                                                                                                                                                        ; 19    ; 0              ; 1            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|sd_cont|u_sdc_controller|block_size_reg_cross                                                                                                                                                                                                                                                                                                              ; 15    ; 0              ; 1            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|sd_cont|u_sdc_controller|timeout_reg_cross                                                                                                                                                                                                                                                                                                                 ; 19    ; 0              ; 1            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|sd_cont|u_sdc_controller|software_reset_reg_cross                                                                                                                                                                                                                                                                                                          ; 4     ; 0              ; 1            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|sd_cont|u_sdc_controller|response_3_reg_cross                                                                                                                                                                                                                                                                                                              ; 35    ; 0              ; 1            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|sd_cont|u_sdc_controller|response_2_reg_cross                                                                                                                                                                                                                                                                                                              ; 35    ; 0              ; 1            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|sd_cont|u_sdc_controller|response_1_reg_cross                                                                                                                                                                                                                                                                                                              ; 35    ; 0              ; 1            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|sd_cont|u_sdc_controller|response_0_reg_cross                                                                                                                                                                                                                                                                                                              ; 35    ; 0              ; 1            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|sd_cont|u_sdc_controller|command_reg_cross                                                                                                                                                                                                                                                                                                                 ; 17    ; 0              ; 1            ; 0              ; 14     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|sd_cont|u_sdc_controller|argument_reg_cross                                                                                                                                                                                                                                                                                                                ; 35    ; 0              ; 1            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|sd_cont|u_sdc_controller|cmd_int_rst_cross                                                                                                                                                                                                                                                                                                                 ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|sd_cont|u_sdc_controller|data_int_rst_cross                                                                                                                                                                                                                                                                                                                ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|sd_cont|u_sdc_controller|cmd_start_cross                                                                                                                                                                                                                                                                                                                   ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|sd_cont|u_sdc_controller|cmd_int_rst_edge                                                                                                                                                                                                                                                                                                                  ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|sd_cont|u_sdc_controller|data_int_rst_edge                                                                                                                                                                                                                                                                                                                 ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|sd_cont|u_sdc_controller|cmd_start_edge                                                                                                                                                                                                                                                                                                                    ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|sd_cont|u_sdc_controller|sd_controller_wb0                                                                                                                                                                                                                                                                                                                 ; 185   ; 0              ; 4            ; 0              ; 191    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|sd_cont|u_sdc_controller|sd_data_xfer_trig0                                                                                                                                                                                                                                                                                                                ; 9     ; 0              ; 3            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|sd_cont|u_sdc_controller|sd_fifo_filler0|generic_fifo_dc_gray1|u0                                                                                                                                                                                                                                                                                          ; 44    ; 3              ; 2            ; 3              ; 32     ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|sd_cont|u_sdc_controller|sd_fifo_filler0|generic_fifo_dc_gray1                                                                                                                                                                                                                                                                                             ; 38    ; 1              ; 0            ; 1              ; 34     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|sd_cont|u_sdc_controller|sd_fifo_filler0|generic_fifo_dc_gray0|u0                                                                                                                                                                                                                                                                                          ; 54    ; 3              ; 2            ; 3              ; 32     ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|sd_cont|u_sdc_controller|sd_fifo_filler0|generic_fifo_dc_gray0                                                                                                                                                                                                                                                                                             ; 38    ; 1              ; 0            ; 1              ; 34     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|sd_cont|u_sdc_controller|sd_fifo_filler0                                                                                                                                                                                                                                                                                                                   ; 104   ; 0              ; 0            ; 0              ; 102    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|sd_cont|u_sdc_controller|sd_data_serial_host0|CRC_16_gen[3].CRC_16_i                                                                                                                                                                                                                                                                                       ; 4     ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|sd_cont|u_sdc_controller|sd_data_serial_host0|CRC_16_gen[2].CRC_16_i                                                                                                                                                                                                                                                                                       ; 4     ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|sd_cont|u_sdc_controller|sd_data_serial_host0|CRC_16_gen[1].CRC_16_i                                                                                                                                                                                                                                                                                       ; 4     ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|sd_cont|u_sdc_controller|sd_data_serial_host0|CRC_16_gen[0].CRC_16_i                                                                                                                                                                                                                                                                                       ; 4     ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|sd_cont|u_sdc_controller|sd_data_serial_host0                                                                                                                                                                                                                                                                                                              ; 69    ; 0              ; 0            ; 0              ; 42     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|sd_cont|u_sdc_controller|sd_data_master0                                                                                                                                                                                                                                                                                                                   ; 10    ; 0              ; 0            ; 0              ; 7      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|sd_cont|u_sdc_controller|cmd_serial_host0|CRC_7                                                                                                                                                                                                                                                                                                            ; 4     ; 0              ; 0            ; 0              ; 7      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|sd_cont|u_sdc_controller|cmd_serial_host0                                                                                                                                                                                                                                                                                                                  ; 46    ; 0              ; 0            ; 0              ; 125    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|sd_cont|u_sdc_controller|sd_cmd_master0                                                                                                                                                                                                                                                                                                                    ; 190   ; 0              ; 3            ; 0              ; 177    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|sd_cont|u_sdc_controller|clock_divider0                                                                                                                                                                                                                                                                                                                    ; 10    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|sd_cont|u_sdc_controller                                                                                                                                                                                                                                                                                                                                   ; 88    ; 4              ; 0            ; 4              ; 108    ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|sd_cont                                                                                                                                                                                                                                                                                                                                                    ; 79    ; 0              ; 1            ; 0              ; 100    ; 0               ; 0             ; 0               ; 5     ; 0              ; 0            ; 0                ; 0                 ;
; u0|read_dma_y|read_mstr_internal|the_read_burst_control                                                                                                                                                                                                                                                                                                       ; 56    ; 3              ; 36           ; 3              ; 3      ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|read_dma_y|read_mstr_internal|the_master_to_st_fifo|auto_generated|dpfifo|wr_ptr                                                                                                                                                                                                                                                                           ; 4     ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|read_dma_y|read_mstr_internal|the_master_to_st_fifo|auto_generated|dpfifo|usedw_counter                                                                                                                                                                                                                                                                    ; 5     ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|read_dma_y|read_mstr_internal|the_master_to_st_fifo|auto_generated|dpfifo|rd_ptr_msb                                                                                                                                                                                                                                                                       ; 4     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|read_dma_y|read_mstr_internal|the_master_to_st_fifo|auto_generated|dpfifo|three_comparison                                                                                                                                                                                                                                                                 ; 18    ; 9              ; 0            ; 9              ; 1      ; 9               ; 9             ; 9               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|read_dma_y|read_mstr_internal|the_master_to_st_fifo|auto_generated|dpfifo|almost_full_comparer                                                                                                                                                                                                                                                             ; 18    ; 9              ; 0            ; 9              ; 1      ; 9               ; 9             ; 9               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|read_dma_y|read_mstr_internal|the_master_to_st_fifo|auto_generated|dpfifo|FIFOram                                                                                                                                                                                                                                                                          ; 1071  ; 0              ; 0            ; 0              ; 1049   ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|read_dma_y|read_mstr_internal|the_master_to_st_fifo|auto_generated|dpfifo                                                                                                                                                                                                                                                                                  ; 1054  ; 0              ; 0            ; 0              ; 1060   ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|read_dma_y|read_mstr_internal|the_master_to_st_fifo|auto_generated                                                                                                                                                                                                                                                                                         ; 1054  ; 0              ; 0            ; 0              ; 1060   ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|read_dma_y|read_mstr_internal|the_MM_to_ST_adapter                                                                                                                                                                                                                                                                                                         ; 1109  ; 9              ; 84           ; 9              ; 1034   ; 9               ; 9             ; 9               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|read_dma_y|read_mstr_internal                                                                                                                                                                                                                                                                                                                              ; 1287  ; 380            ; 185          ; 380            ; 1444   ; 380             ; 380           ; 380             ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|read_dma_y|dispatcher_internal|the_response_block                                                                                                                                                                                                                                                                                                          ; 63    ; 308            ; 63           ; 308            ; 308    ; 308             ; 308           ; 308             ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|read_dma_y|dispatcher_internal|the_csr_block                                                                                                                                                                                                                                                                                                               ; 150   ; 22             ; 0            ; 22             ; 40     ; 22              ; 22            ; 22              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|read_dma_y|dispatcher_internal|the_descriptor_buffers|the_write_command_FIFO|the_dp_ram|auto_generated                                                                                                                                                                                                                                                     ; 154   ; 0              ; 0            ; 0              ; 128    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|read_dma_y|dispatcher_internal|the_descriptor_buffers|the_write_command_FIFO                                                                                                                                                                                                                                                                               ; 150   ; 2              ; 0            ; 2              ; 135    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|read_dma_y|dispatcher_internal|the_descriptor_buffers|the_read_command_FIFO|the_dp_ram|auto_generated                                                                                                                                                                                                                                                      ; 154   ; 0              ; 0            ; 0              ; 128    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|read_dma_y|dispatcher_internal|the_descriptor_buffers|the_read_command_FIFO                                                                                                                                                                                                                                                                                ; 150   ; 0              ; 0            ; 0              ; 135    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|read_dma_y|dispatcher_internal|the_descriptor_buffers|the_read_signal_breakout                                                                                                                                                                                                                                                                             ; 130   ; 243            ; 43           ; 243            ; 413    ; 243             ; 243           ; 243             ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|read_dma_y|dispatcher_internal|the_descriptor_buffers|the_write_signal_breakout                                                                                                                                                                                                                                                                            ; 130   ; 261            ; 52           ; 261            ; 404    ; 261             ; 261           ; 261             ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|read_dma_y|dispatcher_internal|the_descriptor_buffers                                                                                                                                                                                                                                                                                                      ; 152   ; 26             ; 1            ; 26             ; 571    ; 26              ; 26            ; 26              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|read_dma_y|dispatcher_internal                                                                                                                                                                                                                                                                                                                             ; 840   ; 395            ; 254          ; 395            ; 292    ; 395             ; 395           ; 395             ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|read_dma_y                                                                                                                                                                                                                                                                                                                                                 ; 1215  ; 0              ; 0            ; 0              ; 1220   ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|read_dma_cr|read_mstr_internal|the_read_burst_control                                                                                                                                                                                                                                                                                                      ; 56    ; 3              ; 36           ; 3              ; 3      ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|read_dma_cr|read_mstr_internal|the_master_to_st_fifo|auto_generated|dpfifo|wr_ptr                                                                                                                                                                                                                                                                          ; 4     ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|read_dma_cr|read_mstr_internal|the_master_to_st_fifo|auto_generated|dpfifo|usedw_counter                                                                                                                                                                                                                                                                   ; 5     ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|read_dma_cr|read_mstr_internal|the_master_to_st_fifo|auto_generated|dpfifo|rd_ptr_msb                                                                                                                                                                                                                                                                      ; 4     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|read_dma_cr|read_mstr_internal|the_master_to_st_fifo|auto_generated|dpfifo|three_comparison                                                                                                                                                                                                                                                                ; 18    ; 9              ; 0            ; 9              ; 1      ; 9               ; 9             ; 9               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|read_dma_cr|read_mstr_internal|the_master_to_st_fifo|auto_generated|dpfifo|almost_full_comparer                                                                                                                                                                                                                                                            ; 18    ; 9              ; 0            ; 9              ; 1      ; 9               ; 9             ; 9               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|read_dma_cr|read_mstr_internal|the_master_to_st_fifo|auto_generated|dpfifo|FIFOram                                                                                                                                                                                                                                                                         ; 1071  ; 0              ; 0            ; 0              ; 1049   ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|read_dma_cr|read_mstr_internal|the_master_to_st_fifo|auto_generated|dpfifo                                                                                                                                                                                                                                                                                 ; 1054  ; 0              ; 0            ; 0              ; 1060   ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|read_dma_cr|read_mstr_internal|the_master_to_st_fifo|auto_generated                                                                                                                                                                                                                                                                                        ; 1054  ; 0              ; 0            ; 0              ; 1060   ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|read_dma_cr|read_mstr_internal|the_MM_to_ST_adapter                                                                                                                                                                                                                                                                                                        ; 1109  ; 9              ; 84           ; 9              ; 1034   ; 9               ; 9             ; 9               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|read_dma_cr|read_mstr_internal                                                                                                                                                                                                                                                                                                                             ; 1287  ; 380            ; 185          ; 380            ; 1444   ; 380             ; 380           ; 380             ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|read_dma_cr|dispatcher_internal|the_response_block                                                                                                                                                                                                                                                                                                         ; 63    ; 308            ; 63           ; 308            ; 308    ; 308             ; 308           ; 308             ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|read_dma_cr|dispatcher_internal|the_csr_block                                                                                                                                                                                                                                                                                                              ; 150   ; 22             ; 0            ; 22             ; 40     ; 22              ; 22            ; 22              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|read_dma_cr|dispatcher_internal|the_descriptor_buffers|the_write_command_FIFO|the_dp_ram|auto_generated                                                                                                                                                                                                                                                    ; 154   ; 0              ; 0            ; 0              ; 128    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|read_dma_cr|dispatcher_internal|the_descriptor_buffers|the_write_command_FIFO                                                                                                                                                                                                                                                                              ; 150   ; 2              ; 0            ; 2              ; 135    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|read_dma_cr|dispatcher_internal|the_descriptor_buffers|the_read_command_FIFO|the_dp_ram|auto_generated                                                                                                                                                                                                                                                     ; 154   ; 0              ; 0            ; 0              ; 128    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|read_dma_cr|dispatcher_internal|the_descriptor_buffers|the_read_command_FIFO                                                                                                                                                                                                                                                                               ; 150   ; 0              ; 0            ; 0              ; 135    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|read_dma_cr|dispatcher_internal|the_descriptor_buffers|the_read_signal_breakout                                                                                                                                                                                                                                                                            ; 130   ; 243            ; 43           ; 243            ; 413    ; 243             ; 243           ; 243             ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|read_dma_cr|dispatcher_internal|the_descriptor_buffers|the_write_signal_breakout                                                                                                                                                                                                                                                                           ; 130   ; 261            ; 52           ; 261            ; 404    ; 261             ; 261           ; 261             ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|read_dma_cr|dispatcher_internal|the_descriptor_buffers                                                                                                                                                                                                                                                                                                     ; 152   ; 26             ; 1            ; 26             ; 571    ; 26              ; 26            ; 26              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|read_dma_cr|dispatcher_internal                                                                                                                                                                                                                                                                                                                            ; 840   ; 395            ; 254          ; 395            ; 292    ; 395             ; 395           ; 395             ; 0     ; 0              ; 0            ; 0                ; 0                 ;
